0.000000,  -17.538424,    0.000000,    0.114118,    0.077313,    0.808506,    0.000000,    0.000063,
0.008655,  -17.544180,    0.000686,    0.113811,    0.077130,    0.808221,    0.000065,    0.000086,
0.017310,  -17.561280,    0.002712,    0.112904,    0.076588,    0.807384,    0.000256,    0.000156,
0.025965,  -17.589219,    0.005989,    0.111432,    0.075713,    0.806039,    0.000554,    0.000272,
0.034620,  -17.627185,    0.010376,    0.109454,    0.074543,    0.804260,    0.000936,    0.000432,
0.043275,  -17.674100,    0.015694,    0.107042,    0.073126,    0.802133,    0.001370,    0.000635,
0.051930,  -17.728660,    0.021742,    0.104282,    0.071517,    0.799755,    0.001826,    0.000878,
0.060585,  -17.789391,    0.028309,    0.101263,    0.069775,    0.797221,    0.002278,    0.001155,
0.069240,  -17.854700,    0.035184,    0.098078,    0.067956,    0.794620,    0.002701,    0.001462,
0.077895,  -17.922917,    0.042170,    0.094814,    0.066114,    0.792031,    0.003079,    0.001792,
0.086550,  -17.992342,    0.049085,    0.091556,    0.064299,    0.789521,    0.003402,    0.002137,
0.095205,  -18.061286,    0.055766,    0.088383,    0.062552,    0.787142,    0.003668,    0.002489,
0.103861,  -18.128101,    0.062073,    0.085362,    0.060912,    0.784938,    0.003876,    0.002838,
0.112516,  -18.191218,    0.067885,    0.082558,    0.059408,    0.782941,    0.004033,    0.003175,
0.121171,  -18.249171,    0.073103,    0.080022,    0.058064,    0.781176,    0.004144,    0.003491,
0.129826,  -18.300631,    0.077645,    0.077801,    0.056901,    0.779659,    0.004220,    0.003775,
0.138481,  -18.344422,    0.081443,    0.075934,    0.055932,    0.778403,    0.004267,    0.004021,
0.147136,  -18.379552,    0.084448,    0.074450,    0.055168,    0.777419,    0.004295,    0.004219,
0.155791,  -18.405226,    0.086620,    0.073374,    0.054618,    0.776712,    0.004310,    0.004366,
0.164446,  -18.420866,    0.087934,    0.072722,    0.054286,    0.776286,    0.004316,    0.004456,
0.173101,  -18.426118,    0.088374,    0.072503,    0.054175,    0.776144,    0.004318,    0.004486,
0.181762,  -18.433419,    0.089220,    0.072155,    0.053854,    0.775952,    0.004377,    0.004443,
0.190422,  -18.455145,    0.091723,    0.071120,    0.052904,    0.775393,    0.004544,    0.004316,
0.199083,  -18.490778,    0.095786,    0.069427,    0.051365,    0.774514,    0.004796,    0.004112,
0.207744,  -18.539492,    0.101255,    0.067121,    0.049298,    0.773386,    0.005097,    0.003844,
0.216405,  -18.600199,    0.107936,    0.064260,    0.046780,    0.772092,    0.005407,    0.003524,
0.225065,  -18.671607,    0.115613,    0.060915,    0.043897,    0.770720,    0.005685,    0.003169,
0.233726,  -18.752273,    0.124061,    0.057162,    0.040739,    0.769347,    0.005896,    0.002795,
0.242387,  -18.840659,    0.133057,    0.053084,    0.037391,    0.768039,    0.006012,    0.002416,
0.251048,  -18.935167,    0.142393,    0.048763,    0.033935,    0.766846,    0.006016,    0.002046,
0.259708,  -19.034182,    0.151877,    0.044283,    0.030444,    0.765798,    0.005902,    0.001696,
